Teacher_ID,School_ID,Subject,Training_Level,Years_of_Experience,Student_Teacher_Ratio
TCH0577,SCH0049,Nepali,Basic,17,23
TCH0578,SCH0313,Math,Basic,19,21
TCH0579,SCH0039,Social Studies,Basic,15,24
TCH0580,SCH0250,Nepali,Basic,4,25
TCH0581,SCH0563,Math,Advanced,8,20
TCH0582,SCH0162,Social Studies,Advanced,10,11
TCH0583,SCH0628,Math,Advanced,23,12
TCH0584,SCH0425,Math,Basic,17,26
TCH0585,SCH0092,Social Studies,Basic,18,28
TCH0586,SCH0342,Science,Basic,2,26
TCH0587,SCH0644,English,Basic,7,22
TCH0588,SCH0446,Math,Basic,12,23
TCH0589,SCH0613,English,Basic,16,21
TCH0590,SCH0177,Nepali,Advanced,25,10
TCH0591,SCH0583,Science,Advanced,8,20
TCH0592,SCH0671,Social Studies,Basic,19,27
TCH0593,SCH0788,Nepali,Basic,14,28
TCH0594,SCH0409,English,Basic,3,22
TCH0595,SCH0221,Nepali,Basic,7,24
TCH0596,SCH0238,Math,Advanced,13,21
TCH0597,SCH0741,Social Studies,Basic,17,29
TCH0598,SCH0036,Science,Basic,4,26
TCH0599,SCH0458,Nepali,Basic,16,23
TCH0600,SCH0654,Math,Advanced,20,11
TCH0601,SCH0861,English,Advanced,25,10
TCH0602,SCH0524,Nepali,Basic,2,27
TCH0603,SCH0931,Social Studies,Basic,9,28
TCH0604,SCH0204,Science,Basic,9,27
TCH0605,SCH0288,Social Studies,Advanced,12,24
TCH0606,SCH0222,English,Basic,6,25
TCH0607,SCH0109,Social Studies,Basic,19,22
TCH0608,SCH0775,Nepali,Advanced,3,28
TCH0609,SCH0861,Nepali,Advanced,4,11
TCH0610,SCH0744,Science,Advanced,9,11
TCH0611,SCH0075,Science,Advanced,2,22
TCH0612,SCH0500,Nepali,Advanced,7,24
TCH0613,SCH0191,Math,Advanced,5,20
TCH0614,SCH0130,Social Studies,Advanced,7,12
TCH0615,SCH0136,Math,Basic,9,26
TCH0616,SCH0526,Social Studies,Advanced,2,13
TCH0617,SCH0920,Nepali,Basic,18,22
TCH0618,SCH0243,Social Studies,Advanced,4,26
TCH0619,SCH0249,Science,Advanced,20,13
TCH0620,SCH0730,Math,Advanced,11,10
TCH0621,SCH0789,Science,Advanced,22,13
TCH0622,SCH0145,Science,Basic,7,22
TCH0623,SCH0668,Math,Advanced,30,14
TCH0624,SCH0590,Math,Advanced,19,28
TCH0625,SCH0849,English,Basic,1,21
TCH0626,SCH0372,English,Basic,19,23
TCH0627,SCH0574,English,Basic,19,22
TCH0628,SCH0152,Social Studies,Advanced,24,11
TCH0629,SCH0554,Nepali,Advanced,8,10
TCH0630,SCH0993,Math,Basic,16,29
TCH0631,SCH0716,Nepali,Advanced,6,27
TCH0632,SCH0950,Social Studies,Advanced,2,10
TCH0633,SCH0605,English,Advanced,1,11
TCH0634,SCH0569,Nepali,Basic,3,22
TCH0635,SCH0160,Math,Advanced,18,10
TCH0636,SCH0497,Science,Basic,15,29
TCH0637,SCH0431,Math,Advanced,5,29
TCH0638,SCH0525,Science,Basic,10,25
TCH0639,SCH0644,Math,Basic,12,24
TCH0640,SCH0176,Social Studies,Advanced,7,23
TCH0641,SCH0823,Science,Advanced,16,23
TCH0642,SCH0705,Science,Advanced,24,10
TCH0643,SCH0125,Math,Advanced,11,12
TCH0644,SCH0471,Nepali,Advanced,3,22
TCH0645,SCH0418,Social Studies,Basic,18,26
TCH0646,SCH0649,Nepali,Advanced,12,13
TCH0647,SCH0390,Math,Advanced,4,13
TCH0648,SCH0959,Math,Basic,12,23
TCH0649,SCH0552,Science,Advanced,9,13
TCH0650,SCH0222,English,Advanced,16,25
TCH0651,SCH0215,Science,Basic,11,27
TCH0652,SCH0671,Social Studies,Basic,6,23
TCH0653,SCH0483,Nepali,Advanced,6,21
TCH0654,SCH0086,English,Basic,11,21
TCH0655,SCH0236,English,Advanced,14,28
TCH0656,SCH0937,English,Basic,17,29
TCH0657,SCH0456,Nepali,Advanced,26,10
TCH0658,SCH0440,Social Studies,Basic,12,25
TCH0659,SCH0694,Social Studies,Basic,17,28
TCH0660,SCH0322,Nepali,Basic,11,26
TCH0661,SCH0679,Math,Basic,7,24
TCH0662,SCH0162,Social Studies,Advanced,19,12
TCH0663,SCH0848,Science,Basic,18,23
TCH0664,SCH0987,Nepali,Advanced,3,14
TCH0665,SCH0274,English,Basic,16,27
TCH0666,SCH0164,English,Advanced,15,29
TCH0667,SCH0286,Social Studies,Advanced,17,22
TCH0668,SCH0984,Math,Advanced,21,12
TCH0669,SCH0609,Social Studies,Basic,18,29
TCH0670,SCH0396,English,Basic,15,27
TCH0671,SCH0791,Nepali,Advanced,4,23
TCH0672,SCH0846,Nepali,Advanced,8,13
TCH0673,SCH0429,Nepali,Advanced,3,13
TCH0674,SCH0064,Science,Basic,13,20
TCH0675,SCH0563,Nepali,Advanced,13,22
TCH0676,SCH0754,Math,Basic,18,24
TCH0677,SCH0627,Social Studies,Basic,9,25
TCH0678,SCH0783,Nepali,Advanced,21,14
TCH0679,SCH0471,Social Studies,Basic,14,24
TCH0680,SCH0106,Nepali,Basic,1,27
TCH0681,SCH0039,Science,Basic,11,21
TCH0682,SCH0683,English,Basic,9,23
TCH0683,SCH0731,Science,Basic,2,23
TCH0684,SCH0516,Science,Basic,13,26
TCH0685,SCH0801,Science,Advanced,14,29
TCH0686,SCH0712,Nepali,Advanced,17,13
TCH0687,SCH0718,Nepali,Basic,8,24
TCH0688,SCH0445,Nepali,Advanced,19,26
TCH0689,SCH0556,Social Studies,Advanced,15,13
TCH0690,SCH0592,Math,Basic,13,28
TCH0691,SCH0450,Math,Advanced,12,24
TCH0692,SCH0608,Math,Advanced,15,13
TCH0693,SCH0077,Math,Advanced,7,24
TCH0694,SCH0230,English,Advanced,18,21
TCH0695,SCH0556,Math,Advanced,17,10
TCH0696,SCH0053,English,Basic,17,21
TCH0697,SCH0639,Nepali,Advanced,10,20
TCH0698,SCH0349,Science,Basic,3,28
TCH0699,SCH0799,English,Advanced,4,11
TCH0700,SCH0058,English,Basic,4,27
TCH0701,SCH0406,Math,Advanced,5,10
TCH0702,SCH0347,Math,Advanced,23,12
TCH0703,SCH0575,Social Studies,Basic,6,27
TCH0704,SCH0249,Science,Advanced,9,11
TCH0705,SCH0092,Nepali,Basic,1,20
TCH0706,SCH0237,Nepali,Advanced,6,25
TCH0707,SCH0470,Nepali,Basic,11,29
TCH0708,SCH0635,Science,Basic,6,23
TCH0709,SCH0096,Science,Basic,8,23
TCH0710,SCH0521,Science,Advanced,13,23
TCH0711,SCH0874,Social Studies,Basic,7,28
TCH0712,SCH0417,Nepali,Advanced,2,25
TCH0713,SCH0833,Math,Basic,1,26
TCH0714,SCH0599,Science,Advanced,24,12
TCH0715,SCH0312,Social Studies,Advanced,5,13
TCH0716,SCH0615,Nepali,Basic,13,24
TCH0717,SCH0363,English,Advanced,26,13
TCH0718,SCH0818,Social Studies,Basic,4,22
TCH0719,SCH0605,Social Studies,Advanced,13,14
TCH0720,SCH0640,Science,Basic,5,25
TCH0721,SCH0563,Math,Advanced,4,21
TCH0722,SCH0679,Nepali,Advanced,8,27
TCH0723,SCH0312,Nepali,Advanced,25,10
TCH0724,SCH0278,Math,Advanced,21,13
TCH0725,SCH0554,English,Advanced,6,13
TCH0726,SCH0637,Social Studies,Basic,8,23
TCH0727,SCH0496,English,Advanced,18,11
TCH0728,SCH0879,Nepali,Advanced,12,22
TCH0729,SCH0376,Nepali,Advanced,17,14
TCH0730,SCH0388,English,Advanced,1,20
TCH0731,SCH0621,Math,Basic,8,21
TCH0732,SCH0911,Math,Basic,11,27
TCH0733,SCH0599,Math,Advanced,11,13
TCH0734,SCH0842,Social Studies,Basic,3,23
TCH0735,SCH0298,Nepali,Basic,19,20
TCH0736,SCH0313,Math,Advanced,16,28
TCH0737,SCH0369,Nepali,Basic,5,21
TCH0738,SCH0697,Math,Basic,8,27
TCH0739,SCH0631,Math,Basic,9,26
TCH0740,SCH0849,Social Studies,Basic,3,26
TCH0741,SCH0917,Science,Advanced,1,10
TCH0742,SCH0234,Math,Advanced,13,23
TCH0743,SCH0199,Math,Basic,4,20
TCH0744,SCH0504,Social Studies,Advanced,1,13
TCH0745,SCH0888,Nepali,Basic,2,22
TCH0746,SCH0717,English,Basic,4,21
TCH0747,SCH0675,Social Studies,Advanced,6,12
TCH0748,SCH0834,Math,Advanced,14,28
TCH0749,SCH0173,Science,Advanced,1,11
TCH0750,SCH0389,Social Studies,Advanced,15,10
TCH0751,SCH0668,Nepali,Advanced,20,10
TCH0752,SCH0285,Science,Basic,18,25
TCH0753,SCH0497,Science,Basic,7,29
TCH0754,SCH0233,Nepali,Advanced,19,12
TCH0755,SCH0522,Math,Basic,3,23
TCH0756,SCH0719,Science,Basic,19,27
TCH0757,SCH0109,Social Studies,Basic,19,25
TCH0758,SCH0796,Science,Basic,8,20
TCH0759,SCH0976,Math,Advanced,6,28
TCH0760,SCH0668,English,Advanced,7,13
TCH0761,SCH0505,Nepali,Basic,14,28
TCH0762,SCH0690,English,Basic,1,22
TCH0763,SCH0658,Science,Advanced,28,13
TCH0764,SCH0882,Nepali,Basic,3,26
TCH0765,SCH0548,Social Studies,Basic,3,20
TCH0766,SCH0322,Nepali,Advanced,17,28
TCH0767,SCH0924,English,Basic,2,29
TCH0768,SCH0486,Math,Advanced,1,10
TCH0769,SCH0976,Social Studies,Basic,2,25
TCH0770,SCH0639,Nepali,Basic,19,28
TCH0771,SCH0485,Science,Advanced,15,26
TCH0772,SCH0869,Science,Basic,3,29
TCH0773,SCH0131,Math,Basic,19,20
TCH0774,SCH0774,Science,Advanced,20,14
TCH0775,SCH0783,Math,Advanced,20,14
TCH0776,SCH0931,Nepali,Advanced,8,29
TCH0777,SCH0341,Social Studies,Basic,13,21
TCH0778,SCH0049,Math,Basic,7,26
TCH0779,SCH0463,Nepali,Advanced,25,10
TCH0780,SCH0937,Nepali,Basic,14,21
TCH0781,SCH0707,English,Basic,18,21
TCH0782,SCH0561,English,Basic,2,27
TCH0783,SCH0053,Social Studies,Basic,4,25
TCH0784,SCH0677,Social Studies,Basic,3,23
TCH0785,SCH0962,English,Basic,13,24
TCH0786,SCH0367,English,Basic,4,23
TCH0787,SCH0354,Social Studies,Advanced,27,10
TCH0788,SCH0569,English,Advanced,6,28
TCH0789,SCH0312,Science,Advanced,24,13
TCH0790,SCH0167,Nepali,Basic,6,21
TCH0791,SCH0813,Math,Basic,10,27
TCH0792,SCH0924,Social Studies,Basic,13,24
TCH0793,SCH0215,Nepali,Basic,17,21
TCH0794,SCH0787,English,Advanced,3,22
TCH0795,SCH0044,Social Studies,Basic,11,20
TCH0796,SCH0056,Social Studies,Basic,7,24
TCH0797,SCH0840,Social Studies,Basic,5,29
TCH0798,SCH0172,Science,Advanced,14,11
TCH0799,SCH0545,English,Basic,12,22
TCH0800,SCH0444,Nepali,Advanced,26,13
TCH0801,SCH0413,Science,Basic,15,21
TCH0802,SCH0635,Social Studies,Advanced,8,27
TCH0803,SCH0936,Nepali,Basic,6,25
TCH0804,SCH0966,Nepali,Advanced,3,14
TCH0805,SCH0056,Social Studies,Basic,16,22
TCH0806,SCH0269,Social Studies,Basic,4,24
TCH0807,SCH0820,Science,Advanced,3,27
TCH0808,SCH0755,English,Advanced,12,21
TCH0809,SCH0372,English,Basic,19,28
TCH0810,SCH0932,Science,Basic,18,24
TCH0811,SCH0100,Math,Basic,10,20
TCH0812,SCH0006,Social Studies,Advanced,10,27
TCH0813,SCH0754,Math,Advanced,19,29
TCH0814,SCH0394,Social Studies,Basic,16,29
TCH0815,SCH0423,Science,Basic,12,21
TCH0816,SCH0520,Math,Advanced,5,14
TCH0817,SCH0136,Nepali,Basic,3,26
TCH0818,SCH0550,Nepali,Advanced,13,11
TCH0819,SCH0222,Social Studies,Basic,17,29
TCH0820,SCH0535,Nepali,Basic,3,28
TCH0821,SCH0115,Math,Basic,4,26
TCH0822,SCH0235,Social Studies,Basic,9,27
TCH0823,SCH0588,Social Studies,Advanced,4,13
TCH0824,SCH0950,English,Advanced,15,11
TCH0825,SCH0605,Math,Advanced,30,10
TCH0826,SCH0675,Nepali,Advanced,21,10
TCH0827,SCH0371,Nepali,Advanced,16,10
TCH0828,SCH0437,Nepali,Advanced,15,13
TCH0829,SCH0836,Science,Advanced,16,14
TCH0830,SCH0507,Social Studies,Advanced,2,22
TCH0831,SCH0718,Math,Basic,6,24
TCH0832,SCH0415,Nepali,Basic,3,24
TCH0833,SCH0506,Nepali,Advanced,10,10
TCH0834,SCH0167,Social Studies,Basic,4,20
TCH0835,SCH0379,Nepali,Advanced,5,11
TCH0836,SCH1000,English,Basic,1,22
TCH0837,SCH0729,Math,Advanced,23,12
TCH0838,SCH0158,Nepali,Advanced,4,10
TCH0839,SCH0890,Nepali,Advanced,25,11
TCH0840,SCH0828,Social Studies,Basic,17,29
TCH0841,SCH0008,English,Basic,15,24
TCH0842,SCH0561,English,Basic,5,23
TCH0843,SCH0641,Science,Advanced,1,20
TCH0844,SCH0884,Science,Advanced,11,23
TCH0845,SCH0815,Nepali,Basic,11,24
TCH0846,SCH0153,Nepali,Advanced,24,12
TCH0847,SCH0628,Math,Advanced,6,12
TCH0848,SCH0342,Nepali,Advanced,19,29
TCH0849,SCH0206,English,Basic,9,21
TCH0850,SCH0267,Math,Advanced,3,23
TCH0851,SCH0551,English,Advanced,7,10
TCH0852,SCH0452,Math,Advanced,28,10
TCH0853,SCH0710,Social Studies,Basic,1,27
TCH0854,SCH0075,Nepali,Basic,4,23
TCH0855,SCH0789,Science,Advanced,6,10
TCH0856,SCH0302,Nepali,Advanced,9,11
TCH0857,SCH0825,Math,Advanced,19,27
TCH0858,SCH0504,Social Studies,Advanced,1,10
TCH0859,SCH0683,Social Studies,Advanced,4,29
TCH0860,SCH0421,English,Basic,19,24
TCH0861,SCH0736,Math,Basic,14,21
TCH0862,SCH0562,Social Studies,Advanced,17,14
TCH0863,SCH0977,Science,Basic,9,29
TCH0864,SCH0862,English,Basic,5,22
TCH0865,SCH0389,Science,Advanced,12,13
TCH0866,SCH0473,Social Studies,Basic,4,20
TCH0867,SCH0400,Math,Basic,15,26
TCH0868,SCH0649,Social Studies,Advanced,27,12
TCH0869,SCH0218,Science,Advanced,10,11
TCH0870,SCH0166,Science,Advanced,2,11
TCH0871,SCH0316,Science,Basic,3,26
TCH0872,SCH0899,English,Advanced,23,11
TCH0873,SCH0830,Math,Basic,17,29
TCH0874,SCH0807,Science,Basic,5,20
TCH0875,SCH0263,Math,Advanced,18,20
TCH0876,SCH0981,Social Studies,Advanced,8,13
TCH0877,SCH0700,Social Studies,Advanced,24,10
TCH0878,SCH0702,Science,Advanced,19,23
TCH0879,SCH0299,Science,Basic,3,25
TCH0880,SCH0652,English,Basic,19,22
TCH0881,SCH0827,Nepali,Basic,9,26
TCH0882,SCH0033,English,Basic,5,21
TCH0883,SCH0439,English,Basic,2,24
TCH0884,SCH0306,English,Basic,19,23
TCH0885,SCH0352,Nepali,Basic,15,26
TCH0886,SCH0585,Math,Advanced,12,21
TCH0887,SCH0050,Social Studies,Basic,4,27
TCH0888,SCH0537,Nepali,Advanced,14,21
TCH0889,SCH0574,English,Advanced,15,21
TCH0890,SCH0830,Science,Basic,14,29
TCH0891,SCH0535,Math,Basic,8,29
TCH0892,SCH0543,Social Studies,Basic,13,24
TCH0893,SCH0709,Science,Basic,5,21
TCH0894,SCH0233,English,Advanced,11,12
TCH0895,SCH0334,Math,Advanced,5,26
TCH0896,SCH0524,Nepali,Basic,16,22
TCH0897,SCH0256,Math,Basic,10,24
TCH0898,SCH0215,Math,Basic,1,28
TCH0899,SCH0404,English,Advanced,7,11
TCH0900,SCH0175,Nepali,Advanced,28,14
TCH0901,SCH0047,English,Advanced,27,13
TCH0902,SCH0996,Science,Advanced,29,13
TCH0903,SCH0649,Social Studies,Advanced,20,10
TCH0904,SCH0202,Social Studies,Basic,7,22
TCH0905,SCH0813,Nepali,Basic,2,23
TCH0906,SCH0927,Math,Advanced,23,12
TCH0907,SCH0766,Nepali,Advanced,20,10
TCH0908,SCH0746,Science,Basic,5,24
TCH0909,SCH0886,Social Studies,Advanced,6,25
TCH0910,SCH0512,English,Basic,19,26
TCH0911,SCH0685,Math,Advanced,13,14
TCH0912,SCH0220,Science,Advanced,10,14
TCH0913,SCH0445,Science,Basic,3,21
TCH0914,SCH0692,Social Studies,Advanced,15,25
TCH0915,SCH0764,Science,Basic,18,25
TCH0916,SCH0554,English,Advanced,11,10
TCH0917,SCH0375,Math,Advanced,29,12
TCH0918,SCH0116,Social Studies,Advanced,21,13
TCH0919,SCH0557,Nepali,Basic,11,20
TCH0920,SCH0254,Nepali,Basic,3,21
TCH0921,SCH0990,Nepali,Basic,9,26
TCH0922,SCH0209,Science,Basic,9,27
TCH0923,SCH0576,Math,Advanced,4,13
TCH0924,SCH0601,Science,Advanced,19,10
TCH0925,SCH0466,Math,Basic,18,29
TCH0926,SCH0266,Math,Basic,19,27
TCH0927,SCH0326,English,Advanced,8,27
TCH0928,SCH0167,Science,Basic,18,20
TCH0929,SCH0597,English,Basic,17,20
TCH0930,SCH0954,Nepali,Advanced,26,11
TCH0931,SCH0244,Social Studies,Basic,17,23
TCH0932,SCH0749,Social Studies,Basic,17,24
TCH0933,SCH0129,English,Advanced,21,10
TCH0934,SCH0325,English,Advanced,18,13
TCH0935,SCH0177,Science,Advanced,16,12
TCH0936,SCH0123,Social Studies,Advanced,25,10
TCH0937,SCH0207,Social Studies,Advanced,4,10
TCH0938,SCH0632,Math,Basic,2,23
TCH0939,SCH0069,Math,Basic,19,20
TCH0940,SCH0652,Math,Basic,7,21
TCH0941,SCH0140,Nepali,Basic,6,28
TCH0942,SCH0023,Social Studies,Basic,19,23
TCH0943,SCH0291,Social Studies,Advanced,6,26
TCH0944,SCH0914,Math,Basic,6,26
TCH0945,SCH0317,Nepali,Basic,9,28
TCH0946,SCH0122,Social Studies,Advanced,8,23
TCH0947,SCH0272,Science,Advanced,8,22
TCH0948,SCH0938,Science,Advanced,21,12
TCH0949,SCH0417,Social Studies,Basic,12,29
TCH0950,SCH0702,Social Studies,Basic,1,20
TCH0951,SCH0849,Science,Basic,4,29
TCH0952,SCH0889,English,Advanced,5,10
TCH0953,SCH0264,Social Studies,Basic,13,23
TCH0954,SCH0140,English,Basic,14,23
TCH0955,SCH0338,Nepali,Advanced,14,13
TCH0956,SCH0761,Social Studies,Advanced,9,27
TCH0957,SCH0243,Nepali,Advanced,15,25
TCH0958,SCH0530,Science,Advanced,17,28
TCH0959,SCH0491,Social Studies,Advanced,13,22
TCH0960,SCH0320,English,Advanced,19,11
TCH0961,SCH0644,English,Basic,17,28
TCH0962,SCH0885,English,Basic,16,27
TCH0963,SCH0155,English,Advanced,1,28
TCH0964,SCH0317,Math,Basic,6,23
TCH0965,SCH0872,Math,Basic,11,28
TCH0966,SCH0445,English,Basic,6,26
TCH0967,SCH0019,Nepali,Basic,8,24
TCH0968,SCH0352,Social Studies,Basic,7,25
TCH0969,SCH0524,Nepali,Advanced,19,20
TCH0970,SCH0946,English,Basic,11,29
TCH0971,SCH0587,Nepali,Advanced,23,14
TCH0972,SCH0160,Science,Advanced,11,12
TCH0973,SCH0077,Math,Basic,4,25
TCH0974,SCH0231,Nepali,Advanced,23,13
TCH0975,SCH0066,Nepali,Advanced,1,27
TCH0976,SCH0933,Math,Basic,3,27
TCH0977,SCH0544,Science,Basic,18,23
TCH0978,SCH0224,English,Advanced,5,12
TCH0979,SCH0190,Nepali,Advanced,6,11
TCH0980,SCH0370,English,Basic,9,28
TCH0981,SCH0870,English,Advanced,11,14
TCH0982,SCH0070,Nepali,Basic,6,20
TCH0983,SCH0882,Social Studies,Basic,13,20
TCH0984,SCH0505,Math,Basic,5,20
TCH0985,SCH0900,Social Studies,Advanced,4,25
TCH0986,SCH0537,Social Studies,Advanced,17,22
TCH0987,SCH0854,Science,Advanced,11,24
TCH0988,SCH0937,Nepali,Basic,8,20
TCH0989,SCH0707,Science,Basic,17,27
TCH0990,SCH0615,Social Studies,Advanced,8,29
TCH0991,SCH0634,Science,Basic,13,29
TCH0992,SCH0912,Science,Advanced,4,27
TCH0993,SCH0395,Nepali,Advanced,17,13
TCH0994,SCH0242,English,Basic,14,26
TCH0995,SCH0090,Science,Advanced,14,27
TCH0996,SCH0167,Science,Advanced,8,24
TCH0997,SCH0334,Nepali,Basic,14,21
TCH0998,SCH0530,Science,Advanced,16,27
TCH0999,SCH0410,Science,Basic,10,26
TCH1000,SCH0491,English,Advanced,10,27
TCH1001,SCH0296,Math,Basic,1,20
TCH1002,SCH0130,Social Studies,Advanced,22,12
TCH1003,SCH0260,Nepali,Advanced,9,12
TCH1004,SCH0118,Math,Advanced,19,12
TCH1005,SCH0362,Nepali,Advanced,10,11
TCH1006,SCH0977,English,Basic,19,29
TCH1007,SCH0817,Nepali,Advanced,12,10
TCH1008,SCH0503,Nepali,Basic,18,23
TCH1009,SCH0114,Nepali,Basic,13,22
TCH1010,SCH0644,Social Studies,Basic,12,24
TCH1011,SCH0155,Social Studies,Basic,16,24
TCH1012,SCH0104,Science,Basic,18,26
TCH1013,SCH0196,Science,Basic,10,29
TCH1014,SCH0741,Social Studies,Basic,11,29
TCH1015,SCH0078,Science,Advanced,7,13
TCH1016,SCH0182,Science,Advanced,14,29
TCH1017,SCH0310,Science,Basic,6,24
TCH1018,SCH0487,Social Studies,Basic,12,21
TCH1019,SCH0121,Math,Advanced,17,21
TCH1020,SCH0059,English,Advanced,18,14
TCH1021,SCH0101,English,Advanced,21,11
TCH1022,SCH0603,Math,Basic,15,22
TCH1023,SCH0996,English,Advanced,8,10
TCH1024,SCH0630,Science,Basic,14,29
TCH1025,SCH0728,English,Advanced,12,14
TCH1026,SCH0574,Math,Basic,14,29
TCH1027,SCH0136,Social Studies,Advanced,11,24
TCH1028,SCH0601,English,Advanced,3,12
TCH1029,SCH0476,English,Basic,7,28
TCH1030,SCH0990,English,Basic,11,23
TCH1031,SCH0372,Nepali,Advanced,5,22
TCH1032,SCH0438,English,Advanced,30,12
TCH1033,SCH0330,Science,Advanced,1,10
TCH1034,SCH0654,Social Studies,Advanced,11,10
TCH1035,SCH0380,English,Advanced,12,27
TCH1036,SCH0297,Science,Basic,8,22
TCH1037,SCH0396,Nepali,Basic,12,27
TCH1038,SCH0201,Science,Advanced,20,11
TCH1039,SCH0304,Science,Advanced,20,13
TCH1040,SCH0574,English,Basic,13,20
TCH1041,SCH0120,English,Basic,19,25
TCH1042,SCH0874,Math,Basic,16,23
TCH1043,SCH0902,Science,Basic,5,25
TCH1044,SCH0589,Nepali,Advanced,17,28
TCH1045,SCH0921,Social Studies,Advanced,28,13
TCH1046,SCH0203,Nepali,Advanced,16,25
TCH1047,SCH0585,Science,Advanced,5,27
TCH1048,SCH0830,Social Studies,Basic,18,24
TCH1049,SCH0962,Social Studies,Basic,7,21
TCH1050,SCH0165,Science,Basic,15,21
TCH1051,SCH0452,Science,Advanced,13,13
TCH1052,SCH0607,Nepali,Basic,4,20
TCH1053,SCH0122,English,Advanced,15,26
TCH1054,SCH0777,English,Basic,17,24
TCH1055,SCH0046,Science,Advanced,7,11
TCH1056,SCH0566,Nepali,Advanced,7,26
TCH1057,SCH0203,Math,Advanced,16,24
TCH1058,SCH0994,English,Basic,13,21
TCH1059,SCH0989,Social Studies,Advanced,12,28
TCH1060,SCH0920,English,Basic,16,21
TCH1061,SCH0556,Math,Advanced,20,14
TCH1062,SCH0487,Science,Advanced,15,20
TCH1063,SCH0698,Math,Advanced,11,27
TCH1064,SCH0264,Math,Advanced,7,28
TCH1065,SCH0514,Math,Basic,13,20
TCH1066,SCH0437,Social Studies,Advanced,1,14
TCH1067,SCH0432,Social Studies,Basic,6,20
TCH1068,SCH0389,English,Advanced,25,12
TCH1069,SCH0090,Science,Advanced,10,21
TCH1070,SCH0129,Nepali,Advanced,15,13
TCH1071,SCH0926,English,Advanced,5,20
TCH1072,SCH0171,Social Studies,Advanced,14,14
TCH1073,SCH0150,Social Studies,Basic,9,29
TCH1074,SCH0805,Science,Advanced,5,12
TCH1075,SCH0246,Math,Basic,5,29
TCH1076,SCH0668,Math,Advanced,12,14
TCH1077,SCH0403,Math,Advanced,16,13
TCH1078,SCH0225,Nepali,Basic,10,25
TCH1079,SCH0611,Nepali,Basic,18,23
TCH1080,SCH0568,Social Studies,Basic,1,22
TCH1081,SCH0126,English,Basic,9,27
TCH1082,SCH0239,Math,Advanced,19,23
TCH1083,SCH0959,Social Studies,Basic,19,29
TCH1084,SCH0918,Math,Advanced,10,12
TCH1085,SCH0663,Math,Basic,9,28
TCH1086,SCH0257,Social Studies,Advanced,19,22
TCH1087,SCH0985,Nepali,Advanced,17,27
TCH1088,SCH0765,English,Advanced,21,12
TCH1089,SCH0433,Math,Advanced,10,11
TCH1090,SCH0437,Math,Advanced,24,13
TCH1091,SCH0827,Nepali,Advanced,13,20
TCH1092,SCH0723,English,Basic,5,28
TCH1093,SCH0515,Math,Basic,3,23
TCH1094,SCH0629,Nepali,Basic,1,21
TCH1095,SCH0164,Math,Basic,3,24
TCH1096,SCH0390,Nepali,Advanced,2,14
TCH1097,SCH0264,English,Advanced,16,26
TCH1098,SCH0225,Social Studies,Advanced,12,20
TCH1099,SCH0385,Social Studies,Basic,12,27
TCH1100,SCH0928,Nepali,Basic,13,27
TCH1101,SCH0160,Nepali,Advanced,19,12
TCH1102,SCH0916,Nepali,Advanced,19,13
TCH1103,SCH0187,Science,Basic,9,28
TCH1104,SCH0763,Social Studies,Advanced,3,26
TCH1105,SCH0376,Math,Advanced,30,11
TCH1106,SCH0962,Social Studies,Basic,7,29
TCH1107,SCH0004,English,Basic,8,28
TCH1108,SCH0951,Math,Advanced,10,14
TCH1109,SCH0047,Social Studies,Advanced,7,14
TCH1110,SCH0649,English,Advanced,12,10
TCH1111,SCH0165,Nepali,Basic,9,28
TCH1112,SCH0083,English,Advanced,24,10
TCH1113,SCH0236,Social Studies,Basic,2,27
TCH1114,SCH0868,Science,Basic,19,24
TCH1115,SCH0697,Science,Advanced,15,28
TCH1116,SCH0310,Math,Basic,9,25
TCH1117,SCH0053,Math,Basic,2,26
TCH1118,SCH0490,English,Basic,5,27
TCH1119,SCH0103,Social Studies,Basic,4,21
TCH1120,SCH0428,English,Basic,4,24
TCH1121,SCH0725,Nepali,Basic,3,22
TCH1122,SCH0239,Math,Basic,15,28
TCH1123,SCH0841,Science,Advanced,17,21
TCH1124,SCH0832,English,Basic,14,28
TCH1125,SCH0510,Nepali,Advanced,6,22
TCH1126,SCH0520,Math,Advanced,15,13
TCH1127,SCH0813,Social Studies,Advanced,13,20
TCH1128,SCH0586,Social Studies,Basic,12,25
TCH1129,SCH0636,Nepali,Basic,9,25
TCH1130,SCH0645,Nepali,Advanced,24,11
TCH1131,SCH0922,English,Basic,17,23
TCH1132,SCH0722,Science,Basic,6,26
TCH1133,SCH0741,Math,Basic,3,26
TCH1134,SCH0319,Math,Advanced,22,10
TCH1135,SCH0702,Science,Advanced,7,21
TCH1136,SCH0811,Social Studies,Basic,18,24
TCH1137,SCH0572,English,Advanced,12,13
TCH1138,SCH0825,Nepali,Basic,6,27
TCH1139,SCH0538,English,Advanced,27,13
TCH1140,SCH0981,English,Advanced,1,10
TCH1141,SCH0142,Science,Advanced,25,14
TCH1142,SCH0490,Math,Basic,15,27
TCH1143,SCH0294,Math,Basic,8,20
TCH1144,SCH0094,Social Studies,Basic,16,22
TCH1145,SCH0873,Nepali,Advanced,25,11
TCH1146,SCH0055,Science,Basic,11,27
TCH1147,SCH0333,Math,Advanced,11,13
TCH1148,SCH0648,Social Studies,Advanced,18,11
